score	text
5	BTS Pop-up으로 변경 영업 중인 곳. 음... 원래 커피를 안 마시는데 목이 말라 시원한 음료를 마시고 싶어 과일 음료를 주문했는데 품절이라 아아를 주문했습니다. 과일 음료 종류가 더 많으면 좋을 것 같아요^^ 방탄소년단 팝업스토어 X 네이버 MY 플레이스
5	직원분이 친절하심! 리유저블 컵도 너무 이쁨♡
5	리유저블 텀블러를 4900원에 구매할 수 있어요! 핑크 핑크 하니 디자인도 예쁘고, 재사용 가능하니 환경도 지킬 수 있어서 아미들에게 강추합니다:)
4	밀크티가 진짜 찻잎 맛이 나서 진하고 맛남 베이커리류가 다양함 내부가 커서 자리도 많고 괜찮음
2	분위기만 좋은
3	마감시간이 빠르네요 넓어요
5	커피 맛있어요
5	최고
5	좋아요
5	티라미슈 7000원 고급 진 맛 일부러 한 번쯤은 찾아먹을만함
4	다른데 보다 조금 비싸지만 넓어서 좋네요
4	좋아요
5	맛있어요
5	좋아요
5	맛있어요
5	넓어서 단체로 가기 좋아요
5	카페 좌석이 엄청 많고(사람도 많아요) 티라미수가 진짜 맛있어요
4	넓고 시원해요 커피가 맛있어요
3	얼 그레이 스콘이랑 아메랑 먹으면 조합이 꽤 좋아요 근데 오메가 진짜 비싸던데 긁적.. 그리고 분위기가 좋은 카페라기보단 그냥 할거 하는 카페..
5	커피가 맛있고 넓어서 좋아요
5	스콘이 맛있어요~
4	커피 맛나요
5	규모가 크고 넓은 인테리어가 인상적이에요, 사람은 많지만 테이블 간격이 있어서 친구와 대화하는데 어렵지 않아요 특히 따뜻한 카푸치노 - 오랜만에 맛있게 마셨어요
5	깔끔하고 넓어서 좋은데 빵이 없는 경우도 많고 컵이 물에 젖는 재질이라 축축해져요
4	사람이 많으면 또 복잡시러우몀서도 덴마크 컬렉 티보 커피를 즐길 수 있는 유일한 곳이 아닐까 생각됩니다
5	여름 알베르 테라스는 최고
3	음료는 별로. 자릿값인 것 같아요...
5	건물 전체가 하나의 카페로 아주 크고 분위기도 좋습니다. 커피도 맛있고 베이커리도 같이 판매합니다.
5	공간이 엄청 넓어서 수다떨기 좋았어요~ 스콘과 홍차 파운드케이크도 맛있어서 추천드립니다!^^
1	물 탄 커피
4	여기는 원래 티라미수로 유명하지만 스콘이나 다른 빵 종류도 맛있습니다
5	커피 맛없어요... 사람 많아요... 지하에서 퀴퀴한 냄새 나요
4	괜찮은 카페
5	분위기 좋아요♡
4	사람이 너무 많아서 시끄러워요ㅠㅠ
5	좋아요
5	처음 강남을 가봤는데, 케이크도 맛있었고 커피도 좋았음
4	1시쯤 가니 여유로워서 좋았어요 ㅎㅎ 하지만 곧 사람 글이 꽉 찬다는! 치즈케이크 맛있습니다
5	맛있게 잘 먹었습니다~!!!
3	매장이 진짜 커요 강남 골목 안쪽에 있는데 매장이 너무 크고 사람도 그만큼 많아요 참고로 음료는 맛이 별로 ..
4.5	이뻐요
5	1
3.5	매장이 크고 넓어요
5	인테리어 이뻐서 어
4.5	코엑스몰 내 카페 중 제일 좋아요. 커피 맛있고 베이커리도 중간 이상
5	장소도 넓고 커피도 맛있어요
5	굿굿
4	요즘 핫하다는 커피숍 케이크는 맛있는데 커피는 평타
3.5	맛은 그다지 인테리어는 최고!!! 노트북 업무나 책 보러 오기도 좋아요
2.5	네이버에 메뉴판 업데이트해주세요
5	맛있는 커피 분위기 좋은 나의 아지트
4.5	자주 옴
4	커피보단 케이크가 맛있어요 아이스박스 추천함 니저!!
4	빵도 많고 음료도 괜찮고 자리도 넓어서 좋아요
5	만족합니다
5	맛있어요 ㅎㅎ
4.5	분위기 좋아요
5	커피 맛 최고예요 장소도 넓고 쾌적함
4	코엑스몰 맛집 스템 커피 감성 카페
4	맛있고 쾌적해요
0.5	위치랑 디자인 빼고, 커피 진짜 맛없었어요ㅠㅠㅠ 혹시 몰라서 하나 더 시켰는데 더 맛없었어요..ㅠㅠ 케이크는 맛있었어요
5	분위기 좋고 커피도 맛있어요
5	레몬케이크존맛탱🍋🍌
4	숨겨진 이쁜 카페
5	ㅓ피맛ㅇㅆ네여
4	넓고 쾌적한 인테리어, 커피 맛 보통
4.5	코엑스 메가박스 기다리는 시간이 즐겁네요
5	크루아상 미친놈.. 하지만 진짜 미친놈은 아이스박스.. 여기 아이스박스 먹으면 ㅌㅆㅍㄹㅇㅅ 아이스박스 못 먹음 ㅂㅂㅂㄱ
5	사진 왕창 찍었어요
5	분위기도 너무 좋고 카페도 널찍하니 좋습니다~~
5	맛있고 예쁘고 넓고 최고입니다🥰
5	대 존 맛
5	맛있고 분위기가 좋아요!
5	커피도 맛있지만 디저트가 존맛탱♥︎
3	번잡함
4	,
4	물도 편히 마실 수 있고 사진부 스도 있네요
4	매장이 찾기 어려운 곳에 있어서 찾느라 애먹었지만 매장도 예쁘고 얼그레이 밀크티 진하고 맛있어서 좋았습니다!
5	친절해요
2	블루베리치즈 스콘 4500 아이스 바닐라라테 5300
4	빵과 커피 참 맛있는 향 모든 것이 좋았다
5	크루아상 맛있어요
4	케이크 비싸요..
5	분위기 좋아요!
4	장소는 사람도 적고 자리도 편하다. 커피는 시그니처 아메리카노를 먹었는데 좋은 배합으로 즐길만했다. 실망한 것은 빅토리아 케이크. 스펀지케이크라는 말이 무색하게 파운드케이크스러운 뻑뻑함이었다. 좋은 커피 마시며 작업하기에 적합한 카페
5	코엑스 영화관 근처 분위기 좋은 카페! 가격대는 있지만 음료 맛있어요!
2	비싸
5	최고
4	커피 맛있는데 시간이 오래 좀 걸렸어요
4	좋아요
4	자리가 없어 겨우 기다렸어요
5	인스타 감성 카페
5	친절하고 분위기 좋아요~
5	맛있어요! 초코 라테
4	분위기가 힙하네요 굿
5	맛있어요
5	코엑스에서 믿고 가볼 만한 카페.
5	나만 알고 싶어..
5	좋아요^^
4.5	코엑스 몰 안에 있는 감성 카페
5	분위기가 너무 좋아요♡
4.5	분위기 좋아요~
4.5	아몬드 코코넛은 코코넛 향이 정말 진해요 ㅎ 분위기 너무 좋고 넓어요!
5	맛있고 너무 이쁜 카페입니다ᄏᄏ
5	매장이 넓고 예뻐요..
5	분위기 너무 좋아요 지하 같은 분위기도 안 나고 커피도 괜츈 다만 너무 바빠서 가끔 자리가 없음 ㅠ
5	분위기 좋은 스템 커피
5	너무 넓고 좋아요 ㅠㅠ 맛잇으요
5	👍👍👍👍👍👍👍👍👍👍
5	분위기 굿
4	예쁘고 맛있음 사람 많음ㅠ
5	리치 화이트 맛있어요 bbbb
5	이뻐요 스콘 장맛
4	맛있어요.
4.5	인테리어가 예쁘고 넓다. 케이크와 스콘이 맛있다 재방문하고 싶다
4.5	커피 맛있어요
4	분위기도 좋고 맛있어요 찾기가 조금 어렵고 ㅠㅠ
4.5	의자가 편해요 소파!
4.5	오랜만에 맘에 드는 레몬치즈케이크를 발견했어요.! 아메랑 같이 힐링 호록 ♥♥♥
4	맛있어요 분위기 좋네요
5	굳
5	Goodp
5	여기 진짜 감동이에요! 언니가 자기 맘대로 아아를 시켰어요 ㅋㅋ 받고 나서 알았어요 저는 원래 차가운 걸 안 먹거든요 그래서 제가 얼음만 빼고 뜨거운 물로 채워달라고 했더니 그렇게 하면 맛없어진다고 다시 해주셨네요 감동입니다!! 코엑스 안에 이런 곳이 있다니!! 빵도 케이크도 맛있어요 최고입니다 종종 올게요!! 복받으세요!
3.5	맛있어요
3	내부 공간이 넓어서 좋아요
4.5	인테리어가 예쁘고 빵, 커피 다 맛이 좋았습니다
5	커피 맛있어요
4.5	아늑하고 이뻐서 자주 와요 코엑스 오명
4.5	여기 이쁘고 아늑해요 ㅎㅎ
4	커피 맛이 좋네요 :) 사진 찍을 포인트 공간이 많아요 ~~
4.5	예쁘고 숨겨져잇는 보물 같아요
1	별 하나도 아깝습니다. 평생 후기 처음 남겨봅니다. 아무리 마스크 써서 목소리가 잘 안 들린다 해도 인상 팍팍 써가며 너무 불친절합니다. 시그니처 커피 시켰는데 집에서 제가 만들어도 이것보단 맛있을 거 같습니다 최악입니다
5	커
5	인테리어 너무 좋고 원두 맛있어요.
4.5	카페 자체가 커서 좋았어요.
4	커피는 안 먹어봤고 주스 맛남
5	바닐라 초코 라테 한적하고 인테리어가 이쁜 곳 또 오고 싶다고 생각했어요
5	굿
4	굿
1	엄청 불친절하네요. 원래 영업시간 밤 11시로 알고 갔는데 마감 9시 반이라고 해서 알겠다고 했고, 메뉴 조금 고민하니 오더 마감 8시 반이라고 빨리 주문하라고 하네요. 그러고 9시 10분부터 와서 마감이니 쟁반 치우겠다고 독촉하는데 완전 별로여서 다신 안 갈 겁니다.
4	분위기도 좋고 쉬다 가기 좋은 것 같아요!!
5	좋아요
5	긋 구 소
4	전체적인 분위기가 코지 해요
5	추천합니다
4	베이커리 푸드 종류 맛있어요
5	세련된 멋 이 있고, 시그니처 커피의 맛도 좋습니다. 진열장의 디스플레이 또한 감각적
5	매장도 깔끔하고 세련되어 보여요
5	분위기, 맛 최고입니다!
5	분위기 좋고 맛도 좋아요
3	넓고 인테리어 예쁘고 쾌적한데 정작 음료는 별로 맛이 없음... 사진 찍긴 괜찮음.
4	Good.
4	불친절한 직원들 점심시간에는 커피 주문이 많아서 커피 나오는 시간이 너무 오래 걸리지만 그래도 맛있어서 자주 가요!
2	커피쏘쏘 레몬 머랭 치즈케이크 별로 직원들 불친절 다신 안 올만한 곳
4	오후 8시 이후에는 베이커리 할인이 되는 것이 좋았음. 하지만 직원이 결제 시 프로모션 코드를 찍지 않고 정상 금액으로 결제하는 실수를 하셨음. 그것 빼고는 괜찮았음
1	별 한 개도 아까워요.. 너무 맛없어서 리뷰 쓸려고 가입했습니다... 산미 없는 거 있다 해서 없는 거 골랐는데 시고 밍밍하고 맹물 맛.. 아침에 먹은 돌체구스토 캡슐이 만 원이어도 돌체구스토 먹겠네요
1	웬만하면 리뷰 안 남기는데 좀 심해서 남겨보네요. 시그니처 음료라는 메뉴들이 데코나 이미지적으로도 참 별로고 맛은 밍밍하고 참 인위적이네요. 음식은 그냥 그런데 음료는 정말... 아니네요
4	good
3	리치 화이트 마셨는데 좀 밍밍하달까.. 그냥 그랬어요.
5	코엑스 최고의 라테
5	분위기도 좋고 마블 파운드 케이크 맛있어요!
4	분위기 좋고 넓ㄱ음
4	리치 화이트가 정말 맛있어요! 근데 주문받는 여자 직원뿐만 아니라 전반적으로 직원분들이 불친절해요... 표정도 안 좋고....;;;; 맛있는 커피만 마시러 그냥 갑니다
5	딸기 케이크 정말 좋아요~~
5	좌석도 여러 개고 디자인이 다른 공간도 여러 개라 사진 찍기도 좋고 좋아요 코엑스 주변에 이런 카페는 여기밖에 없는 듯
3	지하 2층이라고 해서 약간 헤맸으나, 메가박스 쪽으로 가서 계단 내려가면 나옴. 인테리어는 예쁘다 커피 맛은 가격 대비 정말 아쉬움,,,, 우유의 꼬우움이나 원두의 깊은 향이 없는 커피,,,
4	괜찮아요
5	좋아요
4	메가박스 안쪽에 있어서 찾기가 조금 힘들었는데 맛은 괜찮았습니다
5	베이커리, 케이크 종류가 맛있어요! 아메리카노는 고소한 맛 원두 선택했는데도 조금 산미가 느껴졌어요~
5	멋있네요!! 커피도 괜찮고 넓어서 생각보단 조용하네요
5	분위기 좋음
4	사람이 많아요 자리가 없습니다 바닐라라테가 맛있어요~!
3	의자는 불편했고요 커피 양이 적었어요. 맛과 인테리어는 괜찮았습니다.
5	분위기 핫한 곳, 사진 찍기 좋은 곳, 아메리카노 4,300원
3	만드느라 바빠서 테이블을 치우지 않음
4	커피도 맛있고 아몬드 크루아상도 맛있네요ㅎㅎㅎ 가게도 꽤 넓고 예뻐요!!! 강남 삼성역 봉은사역 코엑스 카페
4	분위기 좋고 자리마다 콘셉트가 달라서 좋아요.
4	패션프루트 허니 맛있어요
4	2019년 마지막 커피였어요 산미도 조금 있으니 참고하세요
5	분위기 맛 모두 좋음
4	코엑스에 이런 곳이 있다니 인테리어가 너무 좋았어요 하지만 컵 위생상태 때문에 별점 하나 뺍니다 ㅠㅠ
5	커피도 맛있고 분위기가 좋은 카페예요
5	나만 몰랐던 분위기 맛 집! 매장도 넓고 인테리어도 예뻐요. 커피랑 칵테일, 케이크도 맛있어요:)
5	커피도 빵도 맛있어요 주말이라 사람이 많지만 금방 나오고 좋아요
5	케이크 존맛탱💕
4	분위기도 괜찮고 음료 맛도 좋아요! 단 가격은 좀 셉니다ㅠ (위스키 같은 페퍼민트 티)
5	좋습니다
5	코엑스 올 때마다 오는 곳 분위기 좋아요
5	분위기 좋고 커피도 맛있었어요! 다만 사람이 너무 많아 자리 잡기가 힘드네요 ㅠㅠ
5	너무 좋아요
2	진짜 인스타 카페의 정석 의자 탁자 굉장히 불편 ㅎ
4	넓은 공간 번잡스럽지 않아 좋았어요. 가격이 좀 비싸요 ㅠ
5	트렌디해요 넓고 좋아요
5	좋네요
5	분위기 좋아요
3	좋아요
4	편안하고 인테리어가 예뻐요. 가격은 비싼 편이에요.
3	아메리카노 작은 사이즈 구입. 두 가지 원두 중 하나를 선택할 수 있다. 다양한 케이크와 브레드도 구비되어있다. 공간이 넓고 테이블 간격도 띄워져 있어서 여유 있어 보이고 좋다. 가격은 다소 비싼 편.
3	비싸고 양 적어요
4	코코넛 프 라 퍼먹었는데 코코넛 커피는 역시 콩ㅇㅇ
5	커피가 맛있어요 가격은 저금 비싼 편이긴 하지만 넓고 디자인도 예쁘고 만족스러워요
5	좋아요! 약간 비싸지만
5	인테리어 예쁨. 커피가 진함. 커피 외 다른 음료 가격 매우 비쌈.
4	지자 긴박한 커피집이네요!!
5	플렌 테리 어가 아름다운 곳이에요
5	분위기 좋고 커피 맛이 좋아요^^
5	초록 초록한 인테리어가 너무 예뻐요~~
5	인테리어와 분위기 다 좋죠~~
4	낮은 테이블과 의자 예쁜 인테리어 사진은 잘 찍지 않아서 모르겠고 식물 구경 식물 구입이 가능한 건 천국입니다 플랫 화이트 맛나요 총각이 잘 내려줘요 근데 왼손잡이는 라테아트를 해줘도 반대로 보고 마셔요 그래도 고마워요
5	코엑스몰속 초록 초록한 카페입니다
4	커피가 맛있고 분위기가 좋습니다. 다만 비싸요
4	이쁘게 꾸며진 카페, 커피 양이 적어 아쉬워요.
5	코엑스에 이런 곳이?! 리치 화이트 커피도 맛있고 과일차는 더 맛있어요. 녹차앙다쿠아즈도 강추!
3	디저트는 랑 음료가 비싸고 맛은 별로였어요~ 분위기나 넓은 건 만족스러움
5	코엑스 메가박스 안에 있는 스템 커피입니다!! 원두도 선택 가능하고 식물들도 구경할 수 있어요!! 케이크나 빵도 엄청 많습니다!!
5	코엑스 내 메가박스 바로 앞인데, 매장 공간이 벽이나 문으로 따로 구분되어 있지 않고 오픈되어 있어요. 그래서 시끄러울 것 같은데, 의외로 그렇게 시끄럽지 않아요. 분위기 너무 좋음! 다양한 콘셉트로 공간을 구성해 놨는데, 하나같이 색달라요. 이발소, 공작소, 식물원, 바(bar), 디제잉 부스가 모두 한 공간에 있다면 믿기시겠습니까?? 그리고 음료 하나하나 굉장히 신경 써 주세요. 물론 그만큼 가격이 조금 나가긴 하지만... 접근성이 조금 떨어지는 게 아쉽지만, 코엑스에서 약속 있으면 꼭 들르고 싶은 곳이에요!
4	커피가 많이 쓰긴 했지만 분위기는 좋아요
4	분위기 좋고 조용해요
5	마싰어요
4	여기의 플랫 화이트는 정말 맛있다. 영화 보기 전 기다리기 좋음. 서비스도 친절한 편.
4	아주 그냥 제가 좋아하는 그런 느낌입니다
5	요즘 최애 카페에요ㅎㅎㅎ 아이스 아메리카노👍🏻👍🏻
4.5	크로플 너무 맛있고 친절하세요 후
3	사장님 혼자라서 좀 오래 걸려요
5	크로 풀이 맛있어요 맛 집이네요 또 갈 거예요
5	크로플 정말 맛있고 분위기도 좋았습니다
3	커피 맛 좋음. 공간 불편. 음향 크게 울려서 불편 크로 폴은 음 .. 그냥..
5	아인슈패너 정말 맛있네요!! 여기 바리스타 분이 정말 멋있어요 내일 또 갈 거예요...
4.5	크로플 때문에 왔다가 바닐라라테에 반했습니다
5	여기 완전 크로플 맛집 인증입니다 매장도 너무 시원하고 좋아서 자주 올래욬ㅋ
3	카페가 작지만 분위기 있음 아르바이트생 친절해요~ 커피 맛은 그냥 쏘 쏘
5	자몽에이드 맛있고 테라스 있어요
4.5	테라스가 좋아요!
5	테라스가 예쁘고 친절하세요 레몬 진저 티 맛있어요
4	친절해요 빵도 맛있네요~
4	친절합니다
4	3층 창가 자리 좋아요. 종류가 더 많은 특수매장이에요. 샘플러도 인기 많아요
5	골라 먹는 배스킨라빈스
5	매장 깔끔하고 시원해요
4	맛있어요
5	맛있어요
3.5	빙수 맛나요
5	맛이 다양하고 쾌적해서 좋아요!
5	뷰도 좋고, 다양한 맛을 먹어보기에 좋은 곳! 베라를 좋아하시는 분이라면 한 번쯤 와보는 것을 추천! 10가지 맛을 맛볼 수 있는 샘플러 추천!
4	쾌적하고 좋아요!
4	늘 자리가 없지만 쾌적하고 좋아요!
4	.
4.5	맛있오요 🥰🤍
4	100가지 맛이 있다는 베라! 내부도 깔끔하고 청결하고 좋았어요!
5	뷰도 좋고 여러 가지 맛도 있어서 좋아요
5	늘 좋아요!
4	일반 매장에 없는 맛이 있어서 좋은데 의자가 불편해요
4.5	냉방병 걸릴 정도로 에어컨이 빵빵해요!
5	특이한 배라네요 좋아요
4.5	좋아요!
4	돟아요 분위기도 아이스크림 마시오ㅆ어요
5	젼맛
4	좋아요
5	맛있아요
5	조아
5	청담동 가면 꼭 들리는 곳 체고 퓨ㅠㅠ
4	좋아요~
4	빠르고 괜찮았습니다
5	언제 먹어도 맛있는 베스킨~
5	진짜 핵 맛있어요 여러 가지 먹을 수 있어서 너무 좋아요
5	아몬드 봉봉 왜 없는건가요ㅠㅠㅠ
4	굳
5	단종된 줄 알았던 쫀떡 궁합 잇네요 ㅠㅠ꼭 10가지 샘플러로 드세요
3	갈 때마다 양이 꽉 차게 주는 것 같지 않음
4.5	언제나 빠르고 맛있어요^^
3.5	베스킨 31
4	맛있어요
4	엄청 많은 맛이 있어요!
4	찹쌀떡 바나나 너무 비싸고 맛없어요,,,,
5	레모나 아이스크림 너무 맛있어요
5	매장도 엄청 크고 창가 자리 분위기 정말 좋아요! 맛 종류도 다양하고 맛을 10가지 골라서 먹을 수 있는 메뉴가 있는 게 최대 장점인 것 같아요!
5	굿굿
4.5	다양해요
5	맛 분위기 둘 다 굳
5	발레비는 비싸지만 뷰도 좋고 100가지 맛을 볼 수 있는 배스킨 특화점요
5	넓고 쾌적해서 좋아요
5	분위기 맛집 베라 단종된 맛도 먹을 수 있음!!
4.5	브라운 청담에선 샘플러!
5	청담동 아이스크림 맛집
5	굿굿 맛있어요
5	청담점 인테리어 고급 지고 좋아요
5	다른 배스킨라빈스에 비해 음료 종류도 다양하고 분위기도 좋습니다.
4.5	오늘만 두 번째
4.5	올 때마다 기분 좋아져욭
5	분위기가 좋아요♡♡
5	좋아룡
4	이런 곳이 좋네요
5	존 만
5	가게가 진짜 이쁘고 독특해요
5	커피가 신선하고 맛있습니다. 가격도 저렴하고요~
5	깔끔하고 좋았어요
5	다양한 맛이 있어 너무 좋아요
3	맛을 더 다양하게 해주세요
3	여기 매장은 좋은데 내가 산 메뉴는 너무 맛이 없네요
5	100가지 맛
1	직원 불친절
3.5	아이스크림 너무 맛있어요
4.5	매장도 크고 다양한 맛이 있어서 좋아요
5	오페라의 유령 콜라보 케이크 구매하러 갔습니다. 예쁜 케이크 잘 구매했습니다
5	체리쥬빌레가 제일 좋아요. 유리컵에 담아줘요.
3	베라는 역시 기본 아이스크림이 가장 맛있는 거 같아요!
5	매장도 크고 음료랑 아이스크림 종류가 많아서 좋아요!
5	채리 주발레가 제일 맛있어요. 키오스크 주문 신기하고 수많은 아이스크림 천국입니다.
5	다양한 아이스크림과 편리한 결제, 멋진 전망
5	너무 좋은 거 같아요!! 배스킨라빈스
4	클로징 한 시간도 넘게 남았는데 빵도 다 빼고 기계도 AS 중이었어요 새로 나온 아이스크림 먹으러 왔는데 없네요 늦게까지 하는 건 좋은 듯
4	100가지 맛이 다양해서 고르는 재미가 있어요
4	맛있음:)
3	아이스크림 종류 보는데 직원 통로라고 혼나.... 손님도 없는데 좋게 이야기하셨으면 좋았을 거 같네요
5	배스킨라빈스에서 이제 못 보는 맛을 다시 볼 수 있는 곳♡ 아이스크림 케이크랑 베이커리에 눈 호강하고 갑니다
4	맛있어요
5	100가지 맛이 있고 재밌고 좋아요
3	기대 많이 하고 갔는데 100가지 맛이라 뉘~~가서 보니 맛도 중복되는 게 많아서 별로 없고 특색 있는 메뉴도 없었어요. 그리고 조각 아이스크림 케이크 절~~대 먹지 마세요 오래된 플라스틱 맛~~ 냉장고에서 한 달 지나 굳은 크림 먹는 느낌이랄까? 와플 콘도 별로였어요 콘 가격 5000원 특색 있는 맛도 없어요 일반 동네 매장에서는 싱글 킹 사면 가끔 와플 콘으로 업그레이드해주는데~~ 맛도 맛있게 먹고 가격도 저렴하죠.. 스티커 사진도 있고 컵 뽑기 기계도 있고 매장도 넓고 큰 윈도 앞에 소파 자리도 있고 다~좋지만 직원들 많고 불친절... 처음 갔는데 주문을 어찌해야 될지 모를 수 있는 거잖아요? 그리고 무엇보다 특색음식도 별로 없고 맛이 없어요~ 차라리 새로 생긴 압구정 베라 갈걸.. 오픈 이벤트도 많이 한다는데 ㅜ ㅜ
5	맛도 장소도 모두 맘에 든다.
5	이렇게 고급 진 배스킨라빈스 첨 보내요 ㅎㅎ 신상도 많이 있어서 좋았어요~!!!
5	처음 가봄요
4	청담 cgv 옆에 있는 배스킨라빈스. 주차가 안되는 것이 단점이고... 다른 배스킨라빈스에 있는 아이스크림이 없는 것도 단점인데... 분위기가 좋아서 별4개~ㅎㅎㅎ 배스킨라빈스 배스킨라빈스 브라운 청담동 배스킨라빈스 브라운 baskinrobbins
3	그
3	ㄱ
5	와우~~ 여기 아이스크림 천국이네요
4	위치는 좋지만 매장 위생관리는 안 되는듯해요 직원 많은데 테이블은 더럽네요~
3	인테리어 신기하고 좋네요 ㅎㅎ
3	예쁘게 꾸며진 공간도 자리도 좋습니다. 다만 얼룩진 테이블이 아쉽네요. 직원들도 많이 있던데ㅠㅠ
5	지금 가면 한 사토리 인형과 함께할 수 있음
5	인테리어가 자연친화적이에요
5	여기 너무 좋아요 동물 왕구 같아 아이랑 가기 좋아요 아이스크림 종류 도 많아요
5	베라 맛이 다양해요
5	베라 다양한 맛과 콘을 선택할 수 있어서 좋아요. 매장도 넓어요.
4	맛있고 좋아요
4	한 사토시로 도배되어 있어요
3	무인 포스기 있어서 좋았지만 매장이 너무 추웠어요
5	너무나 좋은 곳!
5	분위기 너무 좋아요 ᄒᄒᄒᄒ
4	.. 좋아요
4	동물 인형이 있어서 아이들이 좋아해요~
4	평범한 맛 ~~
5	굿
4	굿
4	메뉴가 독특해요 보는 재미가 있네요 데이트 장소로 굿
5	아이스크림 종류 많아서 고르기 힘들 정도에요 그래도 방문 너무 즐거웠어요
5	매장이 매우 넓고 한적해서 좋아요. 일반적인 배스킨라빈스 매장에는 없는 색다른 메뉴도 있어요.
5	바나나 초코칩 장맛
4	굿굿 여러 가지 맛이 있습니다 신세계
5	100가지 맛이 있다고 해서 가보았어요~ 맛이 정말 많아서 뭘 골라야 할지 고민되더라고요 ᄒᄒ 맛이 아주 특별한 건 아닌 것 같은데... 그래도 골라 먹는 재미가 있었어요!
3	맛있어요 다만 주차비가 비싸요
4	그냥 그래요
5	좋아요
5	분위기 좋은 곳에서 베라를 먹을 수 있어서 너무 좋아요! 아이스크림 종류도 다른 곳보다 많다는 점 👍🏻
5	너무 좋아요 넓고 눈치도 안 보여서 ㅠㅠ 너무 좋소
5	신기한 게 너무 많아요!
5	탁자가 조금 지저분한 거 빼곤 다 만족합니다
5	냠냠 아이스크림 맛있어요
4	인테리어가 독특하고 좋네요
5	아이스크림만 먹다가 칵테일도 팔길래 주문했는데 비주얼이 너무 좋고 맛있었어요. 단 술은 거의 없어서 주스 맛이 강했습니다.
5	엄청 다양 오렌지 셔벗 블루베리 파나코타 자모가 쿠키
4	케이크 맛있고 공간 편안함
4	발레비에 주차비에ㅜㅜ 케이크도 비싸지만 맛있어요 시설이 너무 좋아요
4	커피도 너무 맛있었고 케이크도 맛있었어요. 그런데 조각 케이크 값이 너무 비싸네요. 조각 케이크 하나가 밥값 수준이에요.
4	좋아요 맛있지만 케이크가 너무 비싸네요ㅠ
4	항상 가로수길 가면 찾게 되는 곳!! 사진 찍을 곳이 많은 곳~
5	👍👍👍
3.5	커피 한 조각에 8900원인데.. 그 값은 잘 모르겠고 그냥 넓어서 가요 ㅎㅎ
3	분위기는 좋지만 맛은ㅠㅠ 특히 치즈 라테 넘나 느끼하고 별로예요
5	치즈케이크 존 만
5	피스타치오 맛있어요!!!!
4	망고 케이크 맛있어요
3.5	조금 비싸지만 맛있어요~
5	올 때마다 느끼지만 진짜 맛있어요! 조금 비싸지만 너무 예뻐요. 케이크 다 정복하고 싶어요
4	커피 괜찮아요
3	보통입니다. 재방문의 사 없음.
3.5	카페가 건물한 채, 좌석이 많지만 사람도 많다.
3.5	케이크 비쌈. 커피 비쌈. 인테리어는 좋음 자리도 4층까지 많고 다양함. 자릿값으로 가격대가 높은 것 같음. 그래도 커피 케이크는 맛있음. 사람은 진짜 많은데 어떻게든 앉을 자리는 있음
2	인테리어 커피는 좋았는데 카페 크기에 비해 화장실 수도 적도 화장실 청소가 미흡
5	본점이라 매장이 넓어요. 케이크 쫀맛😊
4	분위기 좋아요~
4.5	고기 먹고 난 후에는 시원한 수박주스가 최고입니다
3	친절
4	치즈케이크 맛있어요!
4	멋진 곳이었러요....!! 케이크 맛 집인 정 그러나 음료는...별하나뺄개요
5	가게가 넓고 자리도 많아서 좋아요! 치즈케이크도 맛있어요 가격은 쪼끔 사악하지만..ㅎㅎ
4	음료는 별로
5	와 피스타치오!....!와
4	맛있어요
3.5	라테 굿 수박주스 설탕 덩어리 ㅜ 밀크티 별로 ㅜ 치즈케이크 굿
2	케이크는 굿인데 커피가 별로임
2.5	공간 되게 넓고, 케이크는 맛있는데.. 아르바이트생이 불친절하고 커피는 별로이에요.
4	카페도 너무 넓고 커피 맛도 좋지만 치즈케이크 최고 영 ㅎㅎ
5	4층까지 공간이 아주 이색적이네요. 다음엔 치즈케이크 먹으러 오고 싶어요.
5	Wow Wow Wow 👍👍👍 가격이 좀 있기는 하지만 만족스럽고 편히 쉬다 갈 수 있는 곳 굿굿👍
5	가격이 조금 비싸지만 그래도 가볼 만한 곳이죠 사람 많아요!
4.5	종류가 다양하고 사진 찍기 좋아요^^
3	먹을만합니다~
4.5	시원하고 맛있어요~
4.5	항상 맛있는 C27
4.5	매장 테이블도 많고 시원하고 케이크도 이쁘고 맛도 좋네요~
4	레몬 타르트 너무 맛있음
5	인테리어가 예뻐요 ㅎㅎㅎ
2.5	굿이요~
3	비가 와서 그런지 너무 눅눅했어요.. 에어컨 잘 틀어주셨으면 좋겠어요
4	맛있어요 넓어요
5	분위기 좋고 큰 가게 케이크 종류가 매우 많아요
5	😀😃😄😁😃😀😄😁😄😀
3	어우 비싼 커피다 했는데 다행히 비싼 만큼 맛있다
3	C27
4	씨 27
4	ㅡ
4	케이크 졸라 비싸다 그렇지만 편하고 좋음 주말엔 사람 많아서 시끄러움
5	분위기가 진짜 좋고 케이크 맛 집입니다!
5	분위기 굿~~~^^
1	지저분.. ㅜㅜ 모기도 있어요..
1.5	가격 대비 별로예요
5	넓어요 음료가 비싼 편이지만 케이크 맛있음
5	괜춘괜춘한 분위기 음료
5	분위기 맛 집, 케이크 맛 집, 층마다 분위기가 다 달라요
5	분위기 좋아요!! 특이한 느낌
3.5	분위기 좋아요!
2	크긴 한데 벽이 시멘트 노출 다 되어있음 ㅜ
