score	text
5	커피는 적당해요 근데 카페 분위기가 좋아요 도서관 같은 느낌 대신 생각보다 사람들이 너무 많아요
5	천장이 높고 분위기가 좋아요
5	포스코에 생긴 커다란 테라로사 코엑스보다 덜 북적여 좋았는데 점점 사람이 늘어나네요
5	피칸파이
2	주문이 밀려도 오래 걸릴 거라고 말도 안 해주고 커피가 너무 늦게 나옴 라테 시킨 지 분 지났으나 아직 안 나옴 바리스타가 명 있는데 제조가 너무 오래 걸림
4	커피는 테라로사라 믿고 먹습니다 장소도 너무 예쁘게 잘 해놨네요
4	빵도 맛있고 공간도 아늑한 테라로사
4	분위기 좋아요
5	커피가 참 맛있는 테라로사에요 아무래도 삼성역 근방이라 사람이 늘 많습니다 믿고 가는 테라로사 다음번에 또 가고 싶어요
5	평일은 주차 시간 주말은 주차 시간 무료에요
5	서울에서 가장 큰 태라로 사 카페
3	커피가 명성만큼 괜찮은지는 모르겠어요 홍차가 맛있었어요
4	넓고 분위기도 좋아서 굿
5	비싸지만 분위기는 굿
5	분위기 좋고 인테리어가 멋진 카페
5	존맛탱
3	맛은 있으나 가격 대비 빈약한 느낌
5	브런치 메뉴 다양하고 너무 맛있었어요 가게 내부도 너무 예쁘고 사장님께서도 엄청 친절하셨습니다 콜라가 없어서 아쉬웠지만 사장님께서도 콜라 좋아하신다고 고려해보신다고 편하게 말씀해주셔서 좋았네요 다만 아쉬운 점은 양이 적다는 것 가격과는 별개로 음식을 먹은 만큼은 배가 차야 하는데 여자 넷이서 인원수만큼 메뉴와 음료를 시켰음에도 약간 배고팠네요 맛은 정말 정말 모든 메뉴가 다 좋았습니다
5	너무 좋아요
4	토스트 맛있어요
4	예쁘고 분위기도 좋도 맛도 있는데 양이 적어요
5	모든 메뉴가 궁금해져요
5	언제나 너무 맛있고 너무 좋은 곳
4	좋아요
5	최고의 브런치 집
4	매장이 깨끗하고 직원들이 친절해요
5	분위기 쩖 너무예쁨
5	분위기 갑 음식도 정말 너무너무 맛있음 크레이프 진짜 더 더 먹고 싶은 맛
5	존 만
5	매일매일 다른 메뉴와 사장님 특유의 감성이 너무 좋아요
5	분위기도 너무 좋고 맛있고 직원분들도 친절했어요 추천이요
5	모든 메뉴들이 플레이팅이나 인테리어로 인해 너무 예쁘고 먹기 아까운 비주얼이네요 심지어 너무 맛있고요 서비스 또한 좋았습니다
5	진짜 친절하시고 음식들도 너무 맛있어요
5	웬 다이앤 브레드 와 로제 와인 조합 너무 좋아요
5	소품 너무 예뻐요
3	어니언 수프 랍스터 수프 둘 다 기대에 못 미쳤다 좋은 재료로 만든 음식이라는 만족감 외에 맛으로서는 큰 감흥이 없었다
4	위치가 조금 애매하지만 그래도 조용하고 따뜻한 분위기입니다 프렌치토스트 랑 크레이프 먹었는데 단짠단짠 조합이 굿 실패 없는 조합이에요
5	런던 그리운 사람은 서울에서나마 느낄 수 있는 갬성
3	공간도 예쁘고 커피가 참 맛있어요 단 짠 크레페 기대했는데 짯어요욤 커피는 장맛
5	아주 친절하고 좋은 맛 집이네요
5	친절하고 왕 마싰어요
5	인 스타 핫한 브런치 카페 분위기 맛 집이며 브런치 맛 집
5	커피 크레페핵 맛이에요
5	너무너무너무 맛있어요 직원분들 무엇보다 사장님께서 너무 친절하셔요 어니언 수프가 이렇게 맛있는 수프인지 첨 알았네요 살몽 타르타르 마르틴 연어 밑 소스도 낭랑하고 느끼하지 않게 맛있어요 타르타르 소스와 딜 브리오슈 빵의 조화라니 다른 메뉴들도 조만간 가서 먹어볼게요
5	압구정 맛 집이에요 한적한 곳에 있는데 안에는 바글바글
5	맛있어요 한적한 골목에 핫 플이 네 용
5	어니언슾 미쳤어요 진심 모든 메뉴가 다 맛있어요 가격만 좀 낮았다면 진심 매일 가고 싶어요
4	크레페 맛 집이에요 음식도 빨리 나오고 분위기도 아늑하고 좋아요
4	분위기 좋고 브런치로 좋아요
5	분위기 너무 좋아요 커피만 간단하게 마시려고 했는데 로제 와인이 유명한 것 같아서 와인 마셨어요 브런치 종류도 다양하고 이번에 먹은 건 크레이프였는데 치즈 향도 진하고 또 갈 거예요 다른 메뉴도 다 먹어보고 싶어요
5	양도 많고 맛있어요 조금 비싸긴 하네요
5	가오픈 때부터 사장님 인스타 보면서 정말 기대했던 곳인데 음식도 공간도 음악도 오브제 하나하나도 정말 멋지고 런던 감성이 물씬이었어요
5	항상 사람이 많아요 디저트도 커피도 맛있어요 분위기도 좋아
4	분위기 좋음 크레페 존 만
5	장맛
5	인테리어도 예쁘고 너무 맛있어요
3	맛도 분위기도 굿 가격은 사악하고 서비스도 좀 분주했어요
5	너무 좋은 서비스 맛 분위기 음악 다 보장이에요
5	골목에 숨어 있는 카페인데 너무너무 분위기 좋고 음식 비주얼도 최공 또 올 거에 오옹 아이스 비엔나 맛있어 유
5	너무 맛있었어요
4	소호만의 특별한 매력이 있어요 맛도 있고요
3	맛있는데 정신없음
1	시그니처 칵테일 보고 기절하는 줄 알았습니다 누가 한입 먹다 남긴 음료인 줄 알았네요 딱 인 스타 빨 인테리어도 맛도 쏘 쏘 인기 거품 빠지면 어째 될지 기대가 되는 곳
5	고소한 아메리카노 너무 맛있고 여기 분위기도 너무 좋아요 점심에 가면 할인도 합니다
4	널찍하고 쾌적하네요 음료도 괜찮았어요 수다 떨러 가기 좋을 두
5	핫플쪼아요오오오옹오옹
4	친절하고 좋네요
4	무조건 가야 해요 분위기도 좋고
4	맛있어요
5	힙해요 아주 힙해요
4	핫하네요
5	분위기 좋아요
5	에그롤 너무 맛
5	분위기 좋고 음악도 좋고
3	친절해요
5	분위기 좋아요
5	아주 좋아요 아르피엠 직원분들
5	아르피엠 무조건 갑시다 모든 음식 다 맛있어요
5	술 한 잔 마시고 싶은 곳 잘생긴 마델들이 많은 곳 술 한 모금하고 모델들 한번 보고
5	압구정 핫 풀이라고 일부러 찾아왔는데 라구 파스타 오잉 너무 맛있습니다 다음엔 다른 메뉴 도전 무엇보다 음악과 분위기가 너무 좋아서 계속 앉아 있고 싶었어요 티셔츠도 구매했는데 너무 이뻐요
5	커피고 맛있고 분위기 좋아요 치즈케이크 존 만
4	분위기도 좋고 커피도 맛있네요 다음엔 저녁에도 가봐야겠네요
1	지인들만 신경 쓰고 정작 손님은 신경 안 쓰는 희한한 카페 가게를 위해 지갑을 열고 매출을 늘려주는 사람은 지인이 아니라 손님이라는 것을 아셔야 할듯합니다 인테리어는 괜찮으나 커피 맛은 그저 그렇습니다 인테리어 만으로 가게를 방문하기에는 다른 대안이 너무나도 많습니다
5	분위기 지리고 맛도 지리네요 다음에 꼭 다시 오겠습니다
4	분위기 매우 좋고 맛도 있어요
4	맛있고 분위기 좋은데 가운데 테이블 의자 불편 약간 시끄러움 카페보단 술 먹기 좋은 듯
4	스콘은 맛있는데 커피 양이 적어요 와이파이 플러그 없는 카페라고 하니 이용에 참고하세요
5	분위기도 좋고 맛있어요
4	맛있지만 비쌈
4	커피 양이 좀 아쉽지만 나머지는 다 좋아요
4	커피와 스콘이 맛있는 곳이에요
1	몇 년째 자주 감 커피도 빵류도 다 맛있는데 가끔 어이없는 서비스에 놀랍니다 주문한 메뉴 찾으러 갔더니 커피 매장에서 먹을 빵 포장한 스콘 앞 손님이 포장한 빵을 제대로 가져갔냐면서 직원 두 명이 포장되어 있던 내 빵 봉지 열어서 주문서랑 확인하고는 그대로 다시 닫아서 저한테 주더군요 아 솔직히 기분 나빴는데 이거 뭐냐고 해봐야 억지로 사과받아봐야 더 화날 것 같아 관두고 그냥 가져왔어요 스티커 붙여서 포장했던 걸 뜯었다가 슬그머니 다시 붙여주는 건 예의가 아닌 듯 음식인데 아니면 미안하다고 말을 했으면 좋았을걸 서비스가 맛과 가격에 걸맞지 않음
4	빵쇼핑을 안 할 수 없는 집 커피랑 스콘 모두 진리
3	최근 레몬 파운드케이크가 원으로 올랐네요
0	해 불친절해서 깜놀 스콘 맛있다고 해서 찾아갔는데 스콘은 맛있었으나 직원들이 불친절하고 무섭기까지 해서 두 번은 방문 못할 안타까운
2	가격이 너무 올라서 부담스러움
3	맛있는데 비싸요 테이크아웃은 할인됨
5	스콘이 엄청 맛있는 곳 커피도 맛있고 층 분위기가 좋아요
5	커피 제 맘속에 몇 안 되는 동네 커피 찐 맛 집이에요 베이커리 메뉴 피칸 크럼블 마들렌 초코 스콘 그리고 유즈 스콘 추천합니다 스콘류는 겉바삭 속포슬포슬 촉촉한 가볍고 부드러운 식감이에요 맛있습니다
5	커피 맛있고 층 공간 엄청 넓어요
0	존나 비쌈 이 파운드 하나에 원 맛 더럽게 없음 그리고 여기 아르바이트생인가 주인인가 개 싹수 없음 동네 카페여서 종종왁는데 갑자기 왜 이렇게 떴는지 스콘도 그냥 특별한 거 모르겠고 오지 마세요 존나 비싸게 받고 서비스 개똥이고 그냥 근처 동네 카페 가세요
5	아이스 라테 심하게 맛있었어요 아이스 아메리카노도 꼭 먹어보고 싶어요 같이 먹은 마들렌도 맛있었어요
5	커피도 맛있고 정말 스콘 최고예요
4	커피도 맛있고 커피도 맛있어요
5	너무 맛있어요 친절하시고 좋아요 또 갈 거예요 음료도 맛있어요 일부러 시간 내서 멀리 나간 보람 있어요
5	자꾸 사 먹게 됩니다 맛있으니까
4	브라우니가 맛있어서 자주 가요 좋아요
0	친절하지 않습니다 고객에게 다소 가르치는 태도가 있습니다 커피와 스콘 맛은 괜찮은데 테이블 탁자 붙여서 모이는 것도 금지하는 곳입니다
5	스콘 맛 집이에요
4	분위기 좋고 커피 맛났어요 양은 좀 적은 듯
5	스콘 맛 집입니다 물론 커피도 맛있어요
5	스콘 짱
4	스코온 맛있어요
5	장맛 나용
5	왕 맛
4	분위기도 좋고 커피 맛도 좋아 자주 방문합니다 원두도 사기 좋은 곳이에요 추천합니다
5	비싸지만 디저트류가 맛있어요 층은 소리가 잘 울려요
5	스콘 종류가 다양하고 맛있어요
3	바질 스콘 바질 맛도 진하고 맛있는데 너무 짜요
4	맛있고 넓은 매장인데 좀 비싸요
5	맛있고 좋아요
5	맛있어요
4	맛있어요 비싸지만
5	스콘 맛 집
5	스콘 맛 집 두 번째 방문인데 여기 있는 스콘은 다 먹어보려고요 바삭바삭 넘나맛있음 카페 갔다 양재천 걸으면 딱
5	이 동네에서 제일 맛있다고 생각하는 곳 하지만 가격이 좀 세서 매일은 못 감
5	커피도 맛있고 의자가 편해요
4	커피 빵 훌륭한데 비쌈
4	맛있어요
3	맛난데 비싸요
3	맛난데 좀 비싸요
4	맛있어요
4	친절합니다
4	아메리카노 오천 원 맛 괜찮았어요
4	스벅돌체라떼에 비해 사탕수수의 건강한 단맛 몰라 떼 도곡 카페
4	스콘이 정말 맛있어요 스콘 맛 집 도곡 카페
4	층 넓고 쾌적 테이블 간격이 좋기로는 최고인 듯
4	굿 커피
4	테이크아웃 커피가 원 스콘은 맛있어요
4	맛은 있지만 친절하지는 않은 곳
4	깔끔해요
4	너무 맛있어서 포장해 가요
4	스콘 너무 맛있어요
5	스콘짱 커피도 짱
3	조금 비쌈
5	도곡동 카페 스콘 맛 집 스콘 말차스콘 부드러운 스콘 스콘이 진짜 진짜 너무 맛있어요 대박 커피향 듀 너무 좋고 넓어요 맨날 오고 싶 직원분들도 거의 다 친절해서 젛아요
4	원두 사러 재방문했어요 빵도 맛있고 추천해요
5	나의 단골 가게 스콘 맛 집
5	자주 가는 곳이에요 분위기 좋습니다
5	베이커리 맛있어요
4	예전부터 맛있는 스콘 생각날 때마다 종종 방문했습니다 장점 스콘 맛있고 커피도 괜찮음 층은 너 키즈 존이라 조금 더 한적하게 이용 가능함 단점 와이파이 없음 주차장 없음 인근 유료주차장 사용해야 함 분 천원
4	커피는 그다지 특별하진 않지만 스콘하고 쿠키는 맛있다 양재천이 근처에 있어서 분위기도 굿
5	바질 스콘 진리입니다
5	여기 스콘 너무 맛있음 저녁에 가면 종류가 많이 없어요
5	맛있고 비쌈
3	스콘 맛있고 커피는
4	스콘이 짭짤한 편이에요 개 사면 상자 포장도 되어요
3	빵도 커피도 맛있어요 그러나 라테 한두 모금 마시고 나니 커피 거품만 남았어요 커피 마시다 만 느낌 저만 그럴까요
4	자주 방문하고 있어요 원두도 다양하고 커피 맛도 좋아요 추천해요
4	좋아요
5	스콘 맛 집인 줄 알았더니 아메리카노도 완전 굳 커피 맛있어요 레모네이드도 맛있네요
5	스콘 맛 집인데 커피까지 맛있는 곳
4	동생의 추천으로 같이 가서 많이 포장 해왔어요 맛은 좋아요 버터나 재료도 좋은 거 같고 플레인도 생각 보다 달아서 당 절제하는 중에는 많이 단 편이에요 그리고 다른 리뷰같이 역시나 직원들이 맛있는 빵의 값어치를 떨어트리는 게 참 아쉽네요 계산할 때도 계속해서 픽업 줄이랑 오다 줄 동선이 이상 픽업 주을 끝으로 빼던지 구분하라고 우리가 막은 것도 아닌데 무슨 선도부 장인 줄 무뚝뚝한 표정으로 참 무료 급식소 안 가봤지만 거저 얻어먹으러 왔나 그런 느낌 들 정도입니다 참 저도 직원들이랑 손님도 상대하는 사업하니 고충은 압니다만 리뷰에 그런 게 한두 분이 아니라면 문제는 문제인가 봐요 별은 빵 맛으로 만 드릴게요 직원 애티튜드 보면 점 주고 싶지만
4	플랫 화이트 도전해봤는데 쏘쏘네요 저에겐 몰라 떼가 진리네요
4	빵이 맛있음
4	카페 분위기 좋아요 빵이 맛있음 커피는
4	일 년 정도 매주 몰라 떼랑 스콘 먹으러 다녔는데 확장 이후에 손님이 급격히 늘어서 이젠 줄 서야 한다
5	분위기 좋아요
5	매봉에 있는 카페 중 단연 으뜸입니다
4	커피 원두 사려고 방문했습니다 커피도 맛있고 분위기도 좋아요 추천해요
5	커피가 정말 맛있어요 비싼데 비싼 만큼 값을 합니다 처음으로 커피가 맛있다는 생각을 하게 하는 커피였네요
0	두 달 전에는 거의 매일 방문했어요 안 가기 시작한 이유는 점심시간에 주문이 분이 지나도 안 나와 초조한 마음에 앞 팀이 픽업한 후 픽업 대서 영수증 보여주며 점심시간이 끝나서 그런데 혹시 저희 건가요 물었어요 직원분이 진동벨 울리면 오세요 정색하더라고요 순간 기분이 너무 나빠 뒤를 돌아서 몇 걸음 걸은 후 진동벨이 울려 그 음료를 픽업했습니다 물론 채근한 제 잘못도 있는데 오래 기다리게 해드려서 죄송하지만 진동벨이 울리면 와 주시겠어요라고 할 수 있지 않나요 오늘 오랜만에 팀 회식이라 어쩔 수 없이 방문했는데 계산하면서 픽업 대쪽에 조금 선 넘어왔다고 비키라고 하시더라고요 픽업 대랑 계산대를 분리해놓던지 이래라저래라 더 정신없는 스타벅스도 여기보단 친절합니다 직원 교육을 다시 시키셔야 할 것 같아요
5	파슬파슬 부서지는 버터 향 가득한 스콘이랑 커피 한 잔 마시면 세상이 참 아름다운 것 같음
4	스콘과 커피는 맛있지만 콘센트가 없는 매장이라 컴퓨터 하기는 어려워요
5	초코 스콘도 드립 커피도 너무 맛있어요
5	커피도 빵도 너무 맛있었어요
4	레몬 파운드 맛집
4	존맛탱
1	노기스 존이고 노 와이파이존이고 사람 세 명 갔는데 빵접시 두 개에 주길래 스콘 질질 흘리니 접시 한 개 달라니 접시는 못 준대요 하 좀 융통성은 있어야 할 듯요 와이파이는 이해됩니다만 접시는 글쎄요
5	밀크 초콜릿 맛있어요
5	커피도 스콘도 크루아상도 다 너무너무 맛있고 분위기도 좋아요
1	빵 맛도 별로고 충전도 안 되는 곳 정말 별로 커피 맛은 더 별로 브라우니만 맛났다
4	스콘이 맛있는 집
4	몰라 떼 맛있어요 아라랑 스콘은 쏘 쏘
4	몰라 떼 맛에 반해서 재방문했습니다 사람이 많은 점심시간이라 만드는 모습이 영 부산스럽더니 맛도 전보다 별로네요
5	테이크아웃하면 천 원 할인해줘서 좋아요 스콘도 맛나고요
5	스콘도 커피도 너무 맛있지만 비싸네요
4	커피랑 스콘 맛있어요
5	커피 맛 집 스콘 맛 집
4	스콘도 맛있고 층 자리 넉넉함
4	라테도 스콘도 죄다 가격이 비싸요 그런데 맛있어서 또 가고 싶네요 스콘이 비스킷에 가까운데 좀 더 촉촉했으면 하는 아쉬움이 있습니다
5	스콘 다 맛있고 식빵도 쫄깃쫄깃하고 맛있어요 투표하러 갔다가 우연히 들어갔는데 너무 맛있어서 벌써 세 번째 방문
5	항상 맛있고 친절하고 좋아요
4	정석대로 커피를 내리시네요 만족합니다
5	너무 좋아요
5	맛있고 분위기 좋음
4	빵 맛있어서 금방 품절
4	스콘 너무 맛있습니다
5	맛있어요 스콘하고 커피
5	매일 생각나는 스콘 맛집
5	커피가 비싸긴 하지만 커피향은 좋고 테라스에 반려견 출입 가능해서 추천합니다
5	스콘 맛 집
5	친구들이랑 수다떨기 좋음
5	비싸지만 너무 맛있어요 스콘이 갓 나오는 시간에 가면 더 좋아요
4	맛나요
5	좋아요
5	좋아요
5	맛있어요
5	커피 맛 최고
5	스콘넘맛있어욤
4	두 번째 방문입니다 커피 맛있습니다 캐러멜 스콘 강추
5	커피도 맛있고 빵도 맛있습니다 좌석수에 욕심내지 않은 여유로운 이층 공간이 좋습니다
5	스콘이 갓 나오는 시간대에 가시길 추천드립니다
4	겉은 바삭하고 속은 촉촉한 게 맛있네요 가격은 좀 나가요
5	사람이 많이 북적이지만 이층은 조용하고 넓어서 좋아요
5	분위기도 좋고 맛도 좋습니다 양재천 근처라 산책하고 오기 좋은 곳이에요 추천해요
5	대박 스콘이며 디자인이며 너무 예쁘네요 반했습니다
4	스콘 맛 집인 정 베이커리류는 다 맛 나는데 커피가 좀 아쉬움
5	비싸긴 한데 스콘 정말 맛있어요
5	인생 스콘입니다
4	자리도 넓고 메뉴도 맛나요
1	회사가 근처라 자주 가는 곳입니다만 직원들이 하나같이 불친절합니다 몇 번을 느꼈는데 이번 주를 마지막으로 다신 안 가려고요 아무리 맛있으면 뭐 해요 시간 들여 사러 오는 사람 불쾌하게 하면 맛있어도 다신 안 갑니다 주문하러 서있는데 분 동안 어떤 말도 없이 기다리게 하고 적어도 주문이 밀려있으니 잠시만 기다려달라고 해야죠 제가 주문 안 받으시냐고 물으니 그때야 처자도 안 보고 기다리세요 이 한마디가 끝 예전엔 커피 좀만 더 달게 해줄 수 있냐 하니 어이없다는 표정으로 정량으로 만들어서 안된다고 한 게 기억나네요 한 번은 커피가 너무 안 나와서 물으니 진동벨 드렸잖아요 하시더라고요 밑에 답글 중에 일에만 집중해서 그렇다는 건 변명 같고 그냥 바쁜데 말 걸어서 그런 거 같아요 같은 말도 아 다르고 어 다른 겁니다
4	와이파이 주차
5	존맛탱구리 빼앰
5	여기 스콘 리얼 맛집 꼭 드셔보세요
4	좋아요
1	커피를 잘 알고 마침 동네 살아 이곳에 커피가 맛있어서 거의 매일 오다 싶지 합니다 지인들도 매번 이곳으로 데려오고요 근데 올 때마다 불친절한 직원들 때문에 늘 맘 상해 돌아갑니다 정말 생각해보면 한두 번이 아니었네요 특히 주문받는 남자 직원분과 시니어로 보이는 여자 직원분 아주 불쾌합니다 쉼의 마음으로 커피 한잔하러 오는 곳 아닌가요 근데 올 때마다 가르치는듯한 말투와 어이없어하는 식의 표정을 봐야 한다면 오고 싶겠습니까 직원은 매장에 이미지를 나타냅니다 이런 직원의 불쾌한 응대는 아무리 커피가 스콘이 맛있어도 다시는 오고 싶지 않게 만듭니다 브라이언 드 사장님 알고 계셔야 할거 같아요
5	아라 와니 다크초콜릿 달지 않은데 진한 맛 너무 좋아요
5	항상 갑니다 메뉴 수는 좀 적어요
5	몰라떼도 마싰고 아이랑 같이 가면 주스도 사거같이 드링킹 캬 두 번 가세요 세 번 가세요
4	몰라 떼 맛있고요 분위기도 좋았어요 요즘 커피값 다 비싸니까 이 정도면 평타인 듯
4	예뻐요 여러 종류의 스콘들이 맛있어 보여요
4	좋아요
5	빵이 엄청 맛있어요 특히 스콘 커피도 괜찮아요
5	레몬 파운드케이크 진짜 너무 좋아요
4	스콘 맛 집 커피가 특히 맛있다
4	커피가 맛나요 테이크 아웃 할인도 너무 좋아요
2	분위기 좋아요 와이파이 콘센트 없으니 유의하세요
4	괜찮아요
5	최고입니다
4	바닐라라테 달고 맛있어요 맥심 화이트골드 맛 아몬드 크루아상은 빵은 맛있는데 겉에 반죽 때문에 쏘쏘였어요 레몬 글레이즈드 마들렌은 평범했어요 먹어본 맛 블루치즈 메이플 시럽 휘나 이 시에 특이하고 맛있어요 다음엔 몰라 떼먹어보고 싶어요
5	분위기 좋고 맛있음
5	스콘이 바삭하고 맛있어요 베이커리 메뉴가 많아서 좋아요 다음에 다른 빵도 먹어보고 싶어요 조명이 아늑하고 공간이 잘 꾸며져있어요 한쪽 면이 유리로 되어있어서 채광이 좋아요 눈 오는 날 갔더니 분위기가 정말 좋았어요 재방문의 사 있습니다
5	커피도 맛있지만 빵이나 케이크 종류도 너무너무 맛있어요 단 금액이 조금 비싼 점이 아쉽지만요 잘 먹었습니다
5	몰라떼와 아메리카노 다 맛있어요 자주 오지만 늘 퀄리티 좋은 음료에 만족입니다
5	항상 맛있는 커피 감사합니다 다른 커피를 못 먹겠어요
5	매장도 넓고 브레드 종류 많아서 좋아요
4	빵도 맛나요 층이 더 쾌적해요 커피는 신선하고요
4	층만 있는 줄 알았는데 층도 있었네요 성인만 이용해달라고 붙어있어서 함 올라가 봤는데 널찍한 공간이라 사람이 많아도 상대적으로 좀 조용해서 좋아 보였어요 스콘만 가끔 테이크아웃해 갔는데 이날은 커피 도전했습니다 하나 산미가 꽤 있어서 아메리카노로 먹기엔 제 입맛 한정 별로 라테가 맛날 거 같아요 스콘은 늘 맛있습니다 와이파이가 안되는 거랑 직원들이 일부는 정말 친절하신데 비해 일부는 그렇지 않아서 늘 안타깝네요
5	언제나 맛있는 커피 테이크아웃은 할인도 돼요
5	커피가 정말 맛있어요 같이 파는 빵도 엄청 맛있습니다 스콘 종류가 정말 많고 저는 식빵을 제일 좋아해요
4	공간이 넓고 합리적인 가격대 그리고 산미 있는 라테
5	테이크아웃 시 할인 좋아요
4	브라우니 맛집
4	매봉 커피 맛집
4	스콘 맛 집
1	직원들이 불친절합니다 매우 손님들이 많아서 자리가 없어서 층에 앉았어요 중간에 직원이 와서 중학생 아이 은 층을 이용할 수 없다고 하네요 아래층 자리가 있냐고 물으니 그건 네가 확인해보라고 규칙이어서 내려가라고 내려가보니 층엔 자리도 없었고요 주문 당시 아이랑 같이 있었고 층엔 사람이 많았고 주문받는 장소에서도 자리 없이 확인이 되는데 그런 안내를 하지 않았어요 주문 전에 안내해 주면 다른 곳을 갔을 텐데 돈 쓰고 기분 상했네요 다신 안 와요 별 한 개도 아까움
1	일단 들어와서 메뉴 주문할 때부터 여자 직원분께서 너무 불친절하셔서 기분이 좀 안 좋았는데요 조카와 같이 와서 층에 자리가 없어 층으로 올라왔는데요 직원분께서 오시더니 아이들은 층에 올라갈 수 없다고 하시더라고요 심지어 그래서 밑에 층에 자리가 있긴 하냐고 물어보니 내려가서 확인해보라고 하시더라고요 조카는 중학교 학년이었고 아이들 출입 금지라는 문구는 불확실하게 그저 아이들이라고만 되어 있었습니다 콘센트도 막아놓고 와이파이도 없고 메뉴들은 너무 비싸네요 다시는 오고 싶지 않네요
4	커피는 맛있어요 우유알레르기가 있어서 라테를 시도해보지 못해서 아쉽지만 아메리카노나 드립 커피의 향이 좋습니다 한가지 아쉬운 건 손님이 꾸준해서 그런가 친절하지 않으세요 커피가 맛있어서 매번 가지만 주문받으시는 분들의 딱딱한 태도나 말투는 기분 좋지 못해 별 하나 뺐어요 최근에 오픈한 층이 넓고 음악도 좋아요
5	도곡동 카페 온두라스 스콘 원두 종류 다양해서 좋고 스콘도 맛있어요
4	스콘 맛 집
2	일하는 여자분이 친절하지가 않아서 별로 가고 싶지 않음
5	이쁘고 맛있는 곳
4	케이크 맛있고 커피도 맛나요
3	케이크 맛있어요
4	바글바글
4	커피보다 스콘이 맛있는 가게
5	시에 가야 스콘도 다 나오고 사람도 별로 없음
5	가끔 쉬러 오는 곳
4	뭔가 멀다 시 되려면 스콘 다 떨어짐 일찍 갈 것
3	커피가 매우 매우 맛있고 빵은 좀 비싸다
4	테이크 아웃 시 음료 원 할인 그래서 아이스 아메리카노 원 산미 있는 커피라서 제 취향은 아니지만 이동네서 이 가격 아주 나이스 안에 베리 카레류도 다양하게 팔고 있었는데 다 맛있어 보이더라고요 다음에는 빵 먹어봐야지 이
3	평일 시즌 방문했습니다 처음 가본 거라 원래 그 시간이 없는 시간인지 제가 갔을 때만 그런 건지 모르겠지만 스콘이 너무 없어서 아쉬웠어요 스콘 맛 집이래서 가본 거였는데
4	점심시간만 피하면 한적한 편이고 스콘이 진 짜 맛있어요 살짝 비싼 감이 있는데 이해되는 가격과 맛이에요 담에 또 가고 싶어요
4	스콘 맛 집 엄청난 베이커리 카페
4	판매하는 원두 종류도 다양하고 분위기도 정말 좋아요 스콘이 유명하다던데 늦게 가서 못 먹어봤어요 커피도 맛있고 공간도 좋습니다
5	유자 스콘이 정말 대박적 너무 맛있어서 나중에 또 갈겨
5	이집 스콘 존 만
4	크루아상 샌드위치와 따뜻한 커피 찰떡궁합이에요 샌드위치는보다는 에그샐러드 있는 게 개인적으로 더 맛있었어요 주말 브런치 플레이스로
4	여러 종류의 스페셜 커피와 스콘 크루아상 등이 있어서 다양한 고객층으로 붐비는 인기 있는 카페 문을 열면 힙한 음악과 그린 우드가 적절히 조화스러운 인테리어가 기분 좋게 하는 공간입니다 자리도 꽤 있고요 다만 방문 당시 스페셜 커피 중 개가 솔드아웃이라 별 개 줍니다 초여름 주말 오전에 어울리는 카페입니다
3	인터넷이 안되고 콘센트를 다 빼놓으신 거 빼고는 맛은 좋아요
4	커피 맛도 좋고 빵 맛도 좋은데 의자가 너무 딱딱해서 좀 불편해요 그리고 콘센트도 다 꽂을 수 없게 되어 있고 와이파이도 안돼요 그래서 인터넷 작업을 하기 뉘 해선 적합지 않은 곳이에요 커피 마시고 대화 나누고 이러기에 좋아요
4	커피는 맛있으나 와이파이 안되고 콘센트 다 빼놓은 건 아쉽다
5	양질의 커피와 베이커리 그리고 인테리어 고급 집니다
5	여기 스콘 맛있어요
5	넓고 좋아요
5	되게 넓어요
4	커피 마시기 좋아요 안마의자도 최고
4	넓어서 대화하기 좋음 단체 모임 좋음
3	너무 비싸요
4	멋져요
5	규모도 크고 분위기도 좋았어요 외부 공기를 정화시켜주는 청정 산소가 나오는 카페라 쾌적하고 이른 시간에 가서 여유롭게 즐길 수 있었어요
0	토요일 오후에 갔는데도 빵은 없음 네임텍만 있고 없는 빵도 대부분 베리 라테는 원이나 받으면서 얼음이는 되는 듯 빵도 딱히 맛있는 건 모르겠고 가격 덤터기는 확실 공기 좋다고 광고 많이 하고 블로거 많이 쓰던데 돈 주고 음료 사 마시기에는 아까움
4	너무 예쁜 카페 공간도 넓어서 좋아요
4	넓고 천장 높고 쾌적해요 공부하기 딱 커피 맛도 괜찮고요 화장실도 엄청 깨끗함
4	넓고 좋은데 벌레가 너무 많음
4	로데오 쪽 카페 사람 넘칠 때 가면 딱 좋음 창고형 카페라 공간성은 로데오 쪽에서 세 손가락 안에 듦
4	평 규모 건물 지하에 시간 주차 가능 층 루프탑까지 진짜 넓음 모임이나 스터디 과외 진행하기 좋음 디카페인 커피를 포함한 다양한 음료와 빵 케이크 샌드위치 판매함 대형 산소탱크 통독에 공기가 쾌적함
4	공간이 좋습니다 노랫소리 조금만 줄었음 젛겠습니더
5	자리 넓고 좋아요
4	넓고 시원하고 원두도 고를 수 있어서 좋아요
4	좋아요 넓어서 더 좋은데 의자가 좀 불편해요
4	크림 커스터드가 맛있어요 커피도 원두 종류별로 고를 수 있어서 만족했습니다
